UniqID,Name,TextParagraph,Prominence
392,Australian Honey Bee Industry Council," we had information from the department through minister joyce that the stakeholders consulted included dfat, because of its position in terms of developing trade agreements; the australian meat industry council, which, as i have said, is a particular area of interest for me, though i do put on record again that i am the vegetarian in the family; and the fruit juice council and the australian honey bee industry council, which are probably areas that i would understand better in terms of my own particular taste. in terms of the consultation process, it is most important, as i have said, that it included the australian meat industry council and also australian pork limited—again, an important area in our economy at the moment and one that has had significantly tough times in the past. the pork industry have faced significantly difficult times in the recent past not just because of climate conditions but also because of imports and their ability to get reward for their product. it is important that they were involved in this consultation as well as the chicken meat federation. so for all these groups with all their particular needs and particular interests, the government has absolutely committed that there has been full consultation with them and that they favour the approach put forward in the legislation before the chamber.",4
563,Australian Physiotherapy Association, australian physiotherapy association,666
1003,Export Council of Australia," today's bill is so important to australian export businesses because its implementation will ultimately increase australia's reputation and competitiveness on the international stage. a recent survey of australian export businesses by the export council of australia revealed that the majority of difficulties experienced by exporters were regulatory compliance and access to finance respectively. as smaller companies rely more on international revenue from developed and emerging markets, increased or difficult bureaucracies would simply render them unfeasible. the survey further revealed that the majority of businesses, regardless of size, engage in a variety of business operations not limited to outsourcing, foreign investment, production and research and development. australian exports amounted to over $310 billion in recent years. this demonstrates the potential of australian businesses and, more importantly, how much more potential there is with the right policies in place. ",3
1306,National Association of Retail Grocers of Australia," more specifically, with respect to the amendment before us, i think there is a real problem here. i think there is a real problem for small business in particular. i think there is a problem for microbusiness. about 82 per cent of small businesses in australia are microbusinesses—that is, five or fewer people in the business. i was formerly a member of the federal government's micro­business consultative committee, appointed by peter reith, prior to my time in the senate. i established, owned and oper­ated my own small business and employed some 15 people, based in hobart and canberra, so i know what it is like. i was also an advocate for various small businesses and various small business organisations, including the tasmanian independent retailers, the national association of retail grocers of australia and a range of other business groups. in particular, i tried to advocate for small businesses. so, in this regard, let me just say: they are being dudded. if this bill goes ahead in its current form, you will find that small business will be impacted. the men, women and families behind those small businesses who have their necks on the line, will be impacted, because the bill in its current form has unintended consequences. ",1
1668,Universities Australia," (1) the department of sustainability, environment, water, population and communities (dsewpac) and the department of education, employment and workplace relations (deewr) do not collect data on student accommodation and reliable figures are difficult to obtain. a 2010 survey by universities australia found that 34 of australia's 39 universities formally provide accommodation for students and that universities provide a total of 42,620 beds.",3
1334,National Farmers' Federation," the president of the australian national farmers federation, brent finlay, said the peak farm body is relieved that politics have been put aside in the interests of australia's economic future. he went on to say, 'this agreement is a game-changer for australian agriculture.' with that backdrop, in central queensland we can look forward to tariffs being eliminated on barley and sorghum. beef exports tariffs of 12 to 25 per cent will be totally eliminated over the next nine years. dairy tariffs up to 20 per cent will be eliminated in four to 11 years. there will be rapid tariff reductions on seafood, sheep meat, pork and horticulture, including macadamia nuts. it is certainly good news for my electorate, especially primary producers in the central highlands and the citrus growers in north burnett and wallaville.",3
1067,Furnishing Industry Association of Australia," the president of the furnishing industry association of australia, mr fred white, said he was not surprised at these outcomes if imported chinese products were used. he said that he had advised project builders:",3
1462,Property Council of Australia," despite the government's own vacillation undermining investor confidence, the property council of australia has indicated that the only hope australia has for maintaining its reputation as a safe place to invest is for the parliament to firm its resolve and reject this bill. independents cannot walk away from their responsibilities to regional tourism on the basis of an exaggerated regional assistance package, for this small amount of money will be spent in a meaningful way. it is vital to achieve the right mix of demand driver and supporting infrastructure allocations. examples of demand drivers might be the tasmanian parks and wildlife service's three capes track, or the redevelopment of the tasmanian museum and art gallery. supporting infrastructure is the transport and accommodation you would use when going to see a tourist attraction, like the spirit of tasmania, or the old woolstore apartment hotel—something i thought the member for bandt might be interested in. however, the money is allocated, independents should demand accountability, planning, and an outcomes focus. as i write this, i think of the clump point marina and the jetty at dunk island—still in a state of disrepair 18 months after cyclone yasi, despite our prime minister approving money to fix this infrastructure.",3
416,Australian Institute of Company Directors,"i would like to draw the house's attention to the comments of the former minister for finance and deregulation, lindsay tanner, from his speech to the australian institute of company directors' public sector governance conference on 14 october last year. he said:",1
578,Australian Press Council," the main print standards body will still be the industry-run australian press council, although the plan envisages the possibility of competing self-regulatory bodies that are approved or ''declared'' by the public interest media advocate. now the australian press council is being embraced as the rock on which our freedoms are built.",4
1417,Parkinson's Australia,"amongst his considerable achievements for his cause, rod became president of parkinson's nsw. he initiated a priorities seminar as well as the access economics study now used by the european union and canada. he initiated lobbying for regional neurological nurses for the eastern states as well as an important community service statement raising awareness of parkinson's. as a result of those efforts, gilmore has its first dedicated nurse as part of a pilot program. he suggested the governor-general be patron. he became the vice-president of parkinson's australia, lobbying hard with the australian institute of health and welfare on discrepancies in statistical data.",1
1326,National Council on Intellectual Disability," australia ranks just 21 out of 29 oecd countries for employment participation for people with a disability. this is not good enough. through record investment in supporting job seekers with disability, and by pursuing important reforms - such as uncapping services and conducting an open tender for des -the government is working to improve employment outcomes for australians with disability. the decision to put des to a competitive tender has been welcomed by disability advocates, including the australian federation of disability organisations and the national council on intellectual disability.",3
511,Australian Mobile Telecommunications Association,"the government announced back in may its approach to the reissue of 15-year radio frequency spectrum licences. they highlighted that they would be going through a consultation phase and it has, along with the committee inquiry into this legislation, elicited some comments about the bill before us. the australian mobile telecommunications association in a discussion paper have expressed some concern about aspects of the coexistence of class and spectrum licences. they highlighted that amta does not support any amendment, terms and conditions of reissued spectrum licences that would permit other users encroaching on the licensed spectrum assets held by their members. they highlight that their members invest very significant capital for the exclusive but highly competitive use of licensed spectrum and permitting other users to access that spectrum has the potential to dilute the value of these assets particularly where users could be granted access at no cost. they said that if future coexistent use grows in such a way that was never originally envisaged or modelled, no-one could guarantee that it would not adversely impact on the primary spectrum license holders. there is no simple mechanism to measure, manage or rectify adverse outcomes of coexistent use and, if adverse impact occurred, the business impact on the primary licence holder could be significant and long-lasting.",3
118,Australia China Business Council,,666
316,Australian Drug Foundation," the committee is also keen to develop closer engagement with local schools across my electorate through specific teacher development days with principals, deputy principals, head teachers and teachers. i really want to thank paul gilmore, principal of the brisbane water secondary college, for his initiative and vision to help enable this to happen. paul told me that enabling teacher awareness on the central coast will help unlock greater student awareness about very important issues relating to drugs and alcohol. fiona morrison from the australian drug foundation, who joined us at our last meeting, also underlined the urgent need for families to receive support. fiona said this work will be vital to reduce usage and harm and that the community has an important role to play in tackling drugs and alcohol in the community. julie clark, the project officer of family drug support and fellow committee member, said families can be a vital force for positive change in communities when they are able to cope with the reality of their situation and then survive the journey. ",3
476,Australian Lot Feeders Association, australian lot feeders association,666
947,Defence Force Welfare Association," the letter was written to lindsay tanner, the former finance minister, after the release of the now severely tarnished matthews report, which i do not think anyone supports in any measure at all. i know for sure that the rsl does not support it. i note that rear admiral ken doolan ao ran (rtd) and les bienkiewicz, who is from the defence force welfare association, are here. i do not think any of their members thought for one minute that the matthews inquiry was a reasonable inquiry; no-one supports it, and nor should they, because it has been completely tarnished. in the letter senator lundy and her colleagues said:",3
437,Australian Institute of Petroleum," the changes in domestic refining capacity to date will not impact on australia meeting its liquid fuel requirements. there are reliable, mature and highly diversified international fuel supply chains which provide australia with economic security. the australian institute of petroleum and refiners were confident about the reliability of australia's supply chains and infrastructure to continue to meet local fuel demands, as it has done over many decades.",3
1334,National Farmers' Federation," this will lead to simple reforms to our system of chemical registration and has been supported by key industry groups such as new south wales farmers and agforce queensland as well as the national farmers federation. in a letter to the senate standing committee on rural and regional affairs and transport, matt linnegar, ceo of national farmers federation wrote: the assessment of the registration process should be a transparent, efficient and effective process to reduce the cost burden on farmers to assess agvet chemicals. it should also shorten registration and reconsideration response and time frames. the national farmers federation commends the government on their commitment to this process and would support passage of the agriculture and veterinary chemicals legislation through the parliament. it is worth noting that the national farmers federation were vocal opponents of the previous government's plan to implement a mandatory re-registration process, duplicating chemical review processes and delivering an unnecessarily regulatory burden on the agriculture sector. therefore, it comes as no surprise that the national farmers federation has welcomed the abbott government's commitment to remove this unnecessary process as well as to reduce the red tape and handbrake currently on the sector. benefits to virbac as a local business and employer include that the proposal to streamline changes to registered products will add flexibility to the operation at virbac's penrith plant, plus increase its efficiency and viability. this, in turn, can create opportunities to develop new products for livestock industries and potential new employment opportunities within virbac. removal of the registration scheme will enable virbac to direct more of its resources to the development of new products at penrith, providing an opportunity for expansion of the facilities and the employment of more staff. as you can see, mr deputy speaker, the passing of the bill will have an overwhelming benefit. it is welcomed by the national farmers federation and also at a local level, where businesses in my electorate, like virbac, will be able to see immediate benefits of the passing of this legislation.",3
24,Aged and Community Services Australia, (petrie) (22:24): i rise to speak about aged care and recent activities and events in my electorate. i was recently invited to spend a day at one of the aged-care facilities in my electorate and then attend the aged and community services australia national conference on the gold coast to talk about my experience of having spent that day at the local facility. i had the great pleasure of going to blue care's azure blue aged-care and residential living facility at redcliffe and spending time in their new wound clinic.,1
805,Cancer Council Australia,"other groups opposed to the granting of gene patents include the cancer council australia, the breast cancer foundation of australia, the royal australian college of pathologists, the human genetics society of australia and the australian medical association; and i acknowledge the presence in the gallery tonight of dr luigi palombi, who has dedicated much of his professional life and his passion to this issue. since lodging my notice of motion about this issue a couple of weeks ago, i have been inundated with emails from around the country sent by people who cannot believe that we would permit genetic material to be controlled by patent. one of those emails was from a doctor at westmead hospital who each year cares for over 500 new families with a genetic history of breast and other cancers. on 30 september, cancer council australia and the clinical oncological society of australia issued a press release welcoming my notice of motion. as i noted on 22 june 2009 in my last parliamentary speech on this issue, in 2008 a melbourne company, genetic technologies, ordered australian hospitals and clinical laboratories to stop testing for breast cancer, claiming it had the exclusive right to control access to the relevant gene under the licence it had obtained from us company myriad genetics. professor ian frazer, inventor of the cervical cancer vaccine, president of cancer council australia and former australian of the year, has said:",3
1003,Export Council of Australia, australian chamber of commerce and industry export council of australia,666
13,Adult Learning Australia,"as we move around australia, you can see other themes starting to develop. for example, in the education area, the australian council for private education and training, adult learning australia and australian ict and education wish to appear before us as well as the anu and the csiro. there is an expectation of big things from nbn and broadband in general, so it will be interesting to hear what these people have to say. tasmania will be important as we will be going to two of the centres where the nbn has already been connected and talking to people like the dorset council, the north east tasmanian chamber of commerce, which are both based in scottsdale. in hobart we will hear from the university of tasmania and the electronic commerce centre. there is also a strong community ict and neighbourhood cable aspect when we go to ballarat. no matter which part of australia we go to, there are emerging themes and expectations of the nbn.",4
1130,History Teachers' Association of Australia," in the time left available to me, i would like to share with you the fact that yesterday i met here at parliament house both the northern territory winner and runner-up of the simpson prize. as you know, mr deputy speaker, this prize is a national competition, conducted by the history teachers association of australia, together with state and territory affiliates, for years 9 and 10 students on behalf of the australian government. the competition celebrates the anzac tradition. students are asked to write an essay or give a statement on their thinking of the anzacs. tamara west of kormilda college was the northern territory runner-up, while emily stewart, formerly of palmerston senior college, was the northern territory winner. it was wonderful that they were here yesterday. (time expired)",1
354,Australian Food and Grocery Council, are so many manufacturing businesses wrong when they say that the carbon tax is going to hurt them. are they simply not listening to the prime minister and the treasurer when they say that this tax is actually about job creation. i do not think so. i do not think that kate carnell from the australian food and grocery council is incorrect when she says:,3
785,Breast Cancer Network Australia," with the warming weather in melbourne, the number of community festivals across my electorate is astounding, and i have strived to attend as many as humanly possible within my weekly schedule. i attended the pink tennis day for women and girls at the malvern tennis centre in armadale, which raised $4,000 for the breast cancer network australia. i took part with thousands of people in the murrumbeena relay for life—the longest continuous running relay in victoria. i held a stall at the stonnington spring into gardening festival in prahran, where i was visited by our foreign minister, hon. julie bishop mp. i represented the prime minister at the oakleigh greek glendi unity through diversity festival at warrawee park in oakleigh. ",1
1256,"Media, Entertainment and Arts Alliance","in relation to senator wortley's comments, i acknowledge her passion for this issue as a former secretary of the media entertainment and arts alliance in south australia. i know of her concern for protecting journalists' sources—for which this is a very important reform which would involve a new era for journalists in australia—and acknowledge her long-standing interest in relation to this. i also thank senator ludwig for setting out his position. as i understand it, there was labor party policy for reform in relation to this back in 2007. it is pleasing that we are all coming together to reform the law in relation to this. so i thank my colleagues for their indications of support. i also thank the member for denison, andrew wilkie, for working together with me in relation to this. i am also grateful for the work of the federal attorney-general's office—in particular, ms elizabeth brayshaw—for the way that the attorney-general's office has worked with me on this particular issue.",1
1357,National Rugby League," with the proposed expansion of the national rugby league in 2013 and the granting of a new licence, i urge the nrl to look with favour upon ipswich. i welcome and endorse the western corridor bid, with ipswich at its heart. the bid includes logan city, the darling downs and the country areas in between. the population of this district makes penrith look tiny in comparison. the western corridor is rugby league heartland, and it is the fastest growing area in queensland. if granted the licence, the western corridor team would play initially at suncorp stadium in brisbane, giving south-east queensland rugby league fans another home game to watch. i applaud the efforts of those involved in the bid, including the western corridor bid chairman steve 'johno' johnson, bid consultant brian canavan, ipswich jets ceo brad wolens and many others. the ipswich city council and the community—business and sporting—are right behind this bid, which has support at every level of government.",4
1061,Friends of the ABC," as a co-chair of the newly-formed parliamentary friends of the abc launched last week, i note with particular regret that the budget also includes cuts to the abc and the sbs of $232.3 million and $8 million respectively. on the eve of the election mr abbott said 'no cuts to the abc or sbs'. this is another promise given, another promise broken. fremantle is a diverse and multicultural electorate with a community that has special regard for the value that exists in a properly resourced public broadcaster and a properly resourced multicultural and multilingual broadcaster. these cuts and those false words will be keenly felt in fremantle.",666
500,Australian Medical Association,"one solution that must be considered is creating greater competition in the primary health services industry. removing impediments to the number of new graduates in medicine and dentistry will increase competition in the health marketplace. it has come to my attention that members of the australian dental association and the australian medical association also hold positions on university entrance boards. i have been informed these organisations, and prominent members within these organisations, influence the number of students offered university places in medicine and dentistry. the serious restraint of trade must be rectified. operating in a similar manner to that of medieval guilds centuries ago, looking after the best interests of their members alone, ignores the far greater social obligation of medical practitioners. how can competitive market forces put downward pressure on prices if the major medical associations are running a monopolistic chop shop which dictates how many graduates can qualify and serve the community as practitioners?",4
248,Australian Coal Association," the australian coal association recently commissioned economic consultants to examine the impact of the tax and they found that conservative estimates of employment forgone in 2020-21 from applying emissions pricing to current coal mines would be around 4,700 in coal mines and 14,100 throughout the entire economy. so it's not looking so rosy now, is it?",3
245,Australian Christian Lobby," (dawson) (13:13): in a video recorded for the australian christian lobby and for the benefit of people of faith right across this country, just before the 2009 election, the prime minister made this statement: that is a pretty clear, explicit and unequivocal statement from the prime minister, from the leader of the labor party. to press the point, in the context of this interview, the interviewer—the australian christian lobby's managing director, brigadier jim wallace—went on to ask the prime minister:",3
625,Australian Shareholders' Association," it is estimated that business will save around $1½ million per annum in compliance costs as well. the government has consulted widely on this measure and other measures contained in this bill. it is important to note that the measure has broad support from industry stakeholders such as the australian institute of company directors, the governance institute of australia and the business council of australia as well as, importantly, shareholder groups such as the australian shareholders' association.",3
1275,Minerals Council of Australia," we are being told that everything in north queensland is going to be rosy because of the mining industry. so let's have a look at mining. the minerals council of australia estimates the minerals industry will face costs of $25billion between 2012 and 2020 under the carbon tax package. they also note that the decision to include the emissions from coal mines is unique, with these emissions exempted under the eu's emissions trading scheme. nowhere on this planet is there an economy-wide carbon tax of such magnitude as the one this government is determined to slug australians with. the labor government's determination to 'lead the world' falls pretty flat in north queensland. as one of my constituents recently said to me, we don't want a government that leads the world, we just want a government that can lead the country.",3
11,ActionAid Australia," : the war against palestine continues. along with the deaths of more than 2,000 and the destruction of essential infrastructure, many aid funded projects of vital importance to the health and wellbeing of gazans have been destroyed. on 20 august this year a number of aid groups wrote to the minister for foreign affairs, julie bishop. the groups are act for peace, actionaid australia, anglican overseas aid, australia palestine advocacy network, union aid abroad-apheda, childfund australia, islamic relief, oxfam australia, plan, redr, save the children and world vision australia.",4
465,Australian Licensed Aircraft Engineers' Association," when unions stepped out of line—like when the secretary of the australian licensed aircraft engineers association said 'don't fly qantas'—i was critical of them, and the minister for tourism was critical of them.",3
1574,Speech Pathology Australia," (queensland) (17:54): in june 2011, the speech pathology australia national president ms christine stone first contacted the community affairs references committee. at that time, there was a request for more consideration of the need for speech pathology services across australia. there was also a desperate plea for coordinated research into the need and location of speech therapy services so that our country can respond with an effective plan to address that need and to ensure that we maintain the highest quality of speech pathology in our nation. i want to mention the wonderful work of speech pathology australia. they shared information with us, they provided academic research to us and they gave us referrals so we could talk more closely with families and organisations where there was need. other senators have spoken about other site visits. we need to thank those people for coming to talk with us and to reinforce the need that speech pathology australia shared with us in 2011. the services are extraordinary. the need is great. but we as a nation have a responsibility to ensure that the services that are available to some are available to all, because we know it makes a difference. i hope to be able to speak many times in this place and pick up on some of the issues that came out through the people we met. the important thing now is that this particular report is taken up by governments so that together they can identify the needs that they have to ensure that services are effectively identified and resourced. we need to continue to ensure that those communication needs are met, that the personal cost to individuals and society at large can be acknowledged and that we can respond to that need by having the strongest possible services across our nation.",4
1559,Smith Family, research conducted by the smith family and the amp foundation late in 2003 found that young males not in the labour force have a mortality rate 8.6 times higher than those who worked or studied. the same report sought to quantify the impact. it found early school leaving cost australia $2.6 billion a year.,3
1334,National Farmers' Federation,"—i thank the member for bendigo for the question. what needs to be recognised is that what we are trying to achieve, and what we have been trying to achieve since the water act was first introduced, is three outcomes: to deliver a healthy river system, to deliver it acknowledging the importance of food production and to deliver strong regional communities. that is the objective. that was the objective when the water act was first introduced and this government's determination to reach that objective is there as well. anyone who saw the national press club address today would have seen the comments from the national irrigators council, from the national farmers federation and from the australian conservation foundation—all agreeing with the importance of those three objectives.",3
727,Australian Workers' Union,"even the unions representing the manufacturing industry have today deep concerns at the impact this carbon tax is going to have. but the south coast trades and labor council are all in favour of it. they, who allegedly seek to represent the views of the workers in the illawarra, the australian workers union, have dismissed these concerns as scaremongering. yet, in the concluding remarks of its illawarra head, mr andrew gillespie, as reported in the illawarra mercury, acknowledges that many workers were concerned about the talk of bluescope potentially shifting operations offshore. mr gillespie said:",3
1001,Executive Council of Australian Jewry," i was invited a couple of years ago to give a speech to the executive council of australian jewry on this point. i know colin rubenstein and jeremy jones. i know their work against racism is profound. i know they have done a lot of good work, but i respectfully disagree with them on these laws. i cannot recount all of my reasons in the time available today, but one is that in places where these laws exist, particularly in the old world of europe where there are speech codes, there are things such as, for example, the armoured personnel carriers that i saw outside the new synagogue in berlin just over a decade ago. they are the places with all the racial problems. it is the new world—such as canada, which has recently repealed some of these laws, australia, new zealand and the united states—which has provided a home, refuge and sanctuary for people from all around the world. in particular, the communities that have been oppressed in those countries of europe have often found refuge in the country with the freest speech on earth—and that is the united states. i have faith in my fellow citizens that we will debate this and come to the right resolution. those opposite, sadly, do not. i do not know where it went.",4
1334,National Farmers' Federation," further, the coalition commits to a consultation process that will begin immediately and provide stakeholders with a forum to outline what wheat industry issues need to be addressed. the majority of growers have presented a position that calls for oversight of the market to ensure transparency and competition, which has not currently been achieved. former national farmers' federation president graham blight has said there is 'no equity in the marketplace', and he is right, of course. the proposed abolition of all statutory oversight is premature and such a decision should be based on evidence of the effective and efficient operation of the export wheat supply chain. national farmers' federation president jock laurie, on his recent return from indonesia, said grain importers there raised concerns about the quality of our exports, saying the final delivered product is failing to match the standards of what had been promised in the original contracts. the indonesian concerns follow the demise of the single desk. mr laurie was part of an australian delegation including the federal trade and agriculture ministers that visited indonesia in july for important talks on market issues and opportunities. according to wheat exports australia, indonesia has been australia's biggest export market over the past seven years, buying an average of almost 2.5 million tonnes per year.",3
1219,Law Council of Australia," i am concerned at the result of this process. the law council of australia trade practices committee chairman, stephen ridgeway, captured this in a comment attributed to him. the australian financial review of 23 may states:",3
1225,Lesbians,"the taliban also imposed the death penalty for homosexuality. unfortunately, under the regime change there has not been a significant improvement in the lot of gays, lesbians and bisexuals in afghanistan. thankfully, it is a slightly better story for women. education is improving and there do not appear to be as many hangings of women for infringing sharia law. certainly, minister o'connor talked to me about the so-called 'women's hill' in kabul, where the taliban used to round up women and hang them as a display, particularly if they did something as bad as being involved in education. but it has not been anywhere near as gruesome of late.",666
476,Australian Lot Feeders Association,,666
474,Australian Local Government Association," mr deputy speaker, on a point of order: there is a business council of australia dinner upstairs that has been disrupted on a number of occasions by petty childish pulling of quorums by the opposition. there is also an australian local government association dinner that has also been disrupted due to petty, childish negative politics from those opposite—",1
812,Carers Australia," the albany community care respite centre is a brand new facility, constructed in 2010 with a generous amount of community support. however, a lack of funds means it has been able to operate for just one week each month. the respite centre will now allow carers to take a much-needed break to recharge and refresh, knowing that their loved ones are in good hands. a service like this, in a major regional centre like albany, is vitally important to ensuring that regional australia is sustainable. indeed, according to carers australia, a break for respite care, whether it be for a few hours or a few days, will significantly increase the duration that a carer will continue to provide care. i believe that many families will benefit from this service, and the availability of respite care in albany will continue to keep families living in the great southern.",3
1609,Swimming Australia," murray passed away last month after a battle with leukaemia at the age of 73. our thoughts and prayers are with his wife, jodi, and their family. he will be sorely missed, most importantly as a husband and as a father, but to a nation he will be missed as a great australian. murray picked up the golden hat-trick at the 1956 melbourne olympics, winning gold medals in the four by 200-metre freestyle relay, the 400-metre freestyle and the 1,500-metre freestyle. he was just 17 years old at the time. backing up in rome in 1960, murray retained his 400-metre freestyle crown and picked up the silver medal behind fellow aussie john konrads in the 1,500-metre freestyle. his final swim for australia was at the perth commonwealth games in 1962 where he won his four events. the president of swimming australia, david urquhart, said, 'murray was part of the swimming dna in australia' and that his name was synonymous with success in the sport of swimming. murray was a champion in the pool but perhaps more importantly, murray was a champion in our community—and i mean even more specifically the community of the sutherland shire. ",1
1640,The Pharmacy Guild of Australia,"—i think, like any new legislation, it will be constantly being observed to make sure that its intent is being delivered. in terms of any formal review that has been flagged by the government, i think we just moved an amendment to the second reading, which talks about a six-monthly discussion between the pharmacy guild of australia, the national pharmaceutical services association, the generic medicines industry association and medicines australia that will happen every six months 'on the impact of the reforms in this bill and any unintended consequences or relevant issues and to table a report on this discussion every six months'. in terms of a formal process, that has been inserted into the bill as a second reading amendment.",4
1334,National Farmers' Federation," we have seen, as mr garnaut said, that this is essential for farming. it offers the potential to make a large contribution to our emissions reductions, but mr garnaut also highlighted the possibility and the potential that this sector could achieve from a carbon farming initiative, which could be the equivalent of a new wool industry. mr garnaut highlighted that there is potential for a $2.25 billion industry based on this. i certainly would not claim this is a panacea for all the issues that face our farmers, but the national farmers' federation have certainly understood how important this is and fully endorse it. they have stated that:",3
1334,National Farmers' Federation," the cost of delaying or failing to ratify is enormous, particularly for rural and regional areas. the national farmers' federation estimates that the cost to rural communities would be $300 million next year alone. the red meat industry will see a cost of $100 million, dairy $80 million, and wine $50 million—real costs, real losses, real jobs. these are real businesses that are out there working hard, taking risks, driving our economy and strengthening our communities.",3
1020,Federation of Australian Historical Societies," eighth, the voluntary environment, sustainability and heritage organisations grant given to the federation of australian historical societies has been cut from $30,000 a year for three years to $23½ thousand for one year—that is, from triennial to annual. why? ninth, there appears to have been a move away from supporting heritage to supporting environmental organisations. is this a new policy? tenth, has there been a change of policy from supporting national peak bodies to supporting small local groups? eleventh, will the department undertake a review of the grants to look into these matters?",1
13,Adult Learning Australia," in october last year, on abc radio, the chief executive of adult learning australia, sally thompson, said that she saw many disadvantaged students being recruited to training companies outside the local centrelink office. she said the promoted courses were expensive and that they were not appropriate for long-term unemployed people with higher needs. in particular, she said: their commitment as individuals to seeking either a training place or a job is something that we should commend them for. despite the difficulties they are dealing with, they are actively out there, trying to get a start. the fact that somebody can come in at that point in their life and with foresight and knowledge unscrupulously take advantage of them and walk away with a profit and leave them with a significant debt is absolutely disgraceful. i have heard in some examples from my colleagues that some of these 'spruikers', as sally thompson from adult learning australia described them, make comments to people such as, 'don't worry about the debt. you'll never had to repay it. until you earn $53,000 a year, you will not have to repay it.' in actual fact, the reality for them is that it is still going to be a debt of concern in their life.",3
1185,Insurance Council of Australia, (d) notes that the insurance council of australia labelled the bushfire as a 'catastrophe' resulting in insured losses of more than $57 million and that not all losses suffered will be insured;,3
1426,Pharmaceutical Society of Australia, 15 of 2012—pharmaceutical society of australia limited [f2012l01841].,666
1334,National Farmers' Federation," there is speculation that tomorrow, if my intelligence serves me well, the government might finally announce a drought package. i see some members on the government benches smiling, which indicates to me that my intelligence is correct. that would be very welcome. it is a number of weeks too late, in my view, and certainly in the view of the national farmers federation and other leading farm organisations; it is certainly a few weeks late in the eyes of those who are suffering so badly on land and have been doing so not for weeks now, but a number of months.",3
898,Consumers Health Forum of Australia," as the consumers health forum of australia research shows, copayments will result in people delaying treatments, leading to higher health costs overall. there is a significant body of international evidence to show that copayments create barriers to access to health care for many consumers without decreasing overall healthcare costs. the eight-year-long rand health insurance experiment found that greater cost-sharing reduced appropriate or needed medical care as well as inappropriate or unnecessary medical care. in fact, the experiment also found that the poorest in society are most likely to defer medical treatment when the price increases, meaning that the health costs of this policy will disproportionately fall on our poorest citizens, including the unemployed and the elderly. this longer-term impact will be compounded by the $5 copayment for pbs-listed medicines, and the abolition of, among others, the national preventive health agency, which is focused on promoting preventive health approaches and primary health care designed specifically to reduce pressure and costs in hospital and acute settings.",3
1015,Federal Chamber of Automotive Industries," it is not just the opposition who have concerns with this; it is not just the member for kennedy; it is not just unions representing those workers that have raised concerns, though indeed they have raised some very compelling arguments against the removal of such support. the industry itself and employer bodies representing employers in the industry have attacked the government. firstly, the federal chamber of automotive industries, in a release on 24 september, said:",3
1020,Federation of Australian Historical Societies," perhaps more significantly going forward, the member asked about the national heritage strategy. one of the items in australia's first ever national heritage strategy is the proposal for a national heritage lottery. the member for lyons has been working constructively across the chamber with the member for werriwa. we are working towards bipartisan support for this idea, which would draw from the best of the uk heritage lottery and also from the western australian model. it is a chance to build significant, additional funds and have it injected into heritage, or heritage and the arts, in australia. we have already spoken with state environment ministers at the meeting of environment ministers in december, and there was a very positive response. we have spoken with the national trust, icomos and the federation of australian historical societies. we are hopeful that we can build and create a new innovative form of funding where we are developing, on the same basis as the uk and western australia, a national heritage lottery. we hope that there can be bipartisan support and that this will deliver new funds on an expanded basis to achieve more than what we have done with just port arthur, woolmers and brickendon and secure australia's heritage on an ongoing basis for the coming century.",4
13,Adult Learning Australia," in adelaide i recently met with a passionate advocate, a man with 40 years' experience in education and an expert in adult education. his name is paul mulroney. he works at an adult community centre in adult education and is also the vice president of adult learning australia. paul told me that adults who do not meet minimum functional literacy levels fall into two categories—those who grew up here in australia and did not receive adequate education, and those who came here as migrants and do not have adequate english literacy. paul also told me that both groups face big limitations socially and in finding and keeping employment. paul works with these men and women and knows their challenges firsthand. they just get by—many of them are adept at getting by without attracting attention to themselves. no-one wants to be known as having poor literacy. ",1
